,researcher_name,skills
144,"Sabalowsky, Andrew","{'ha methane', 'prior expertise', 'technology centered', 'dr sabalowsky', 'molecule biofuel', 'xenobiotic molecule', 'fermentable product', 'sabalowsky prior', 'microbial fuel cell', 'wind turbine', 'product recently', 'biofuel production', 'fluid flow', 'renewable energy', 'bioremediation hazardous', 'energy technology', 'solar chimney', 'methane hydrogen', 'ha methane hydrogen production', 'wave attenuation', 'microbial fuel', 'centered fluid', 'micro wind', 'renewable energy technology centered fluid flow', 'micro wind turbine', 'dr sabalowsky prior expertise anaerobic process', 'hydrogen production', 'relate bioremediation', 'anaerobic process', 'expertise anaerobic', 'fuel cell', 'fermentable product recently', 'hazardous xenobiotic', 'specifically relate bioremediation hazardous xenobiotic molecule biofuel production', 'specifically relate'}"
145,"Sadati, Monirosadat (Sanaz)","{'self assembly soft material', 'release vicinity', 'actuation', 'study self', 'natural microswimmers', 'microswimmers bacteria', 'micromotors developed', 'range application', 'transduce local', 'name many', 'convert energy', 'application including', 'unique architectural', 'propulsion artificial', 'micro rheology', 'drug loading', 'engineer responsive material unique architectural feature designed broad range application including tissue engineering', 'vicinity cell', 'biosensing common', 'among natural', 'micromotors move complex environment explore micro rheology microswimmers complex environment design autonomous micromachines navigate efficiently realistic condition operation', 'many application', 'micromachines navigate', 'january postdoctoral associate', 'tunable macroscopic property systematic study self assembly', 'self propulsion', 'motion propulsion', 'bacteria ability', 'inspired biomechanics', 'sadati lab', 'design autonomous', 'realistic condition', 'broad range', 'real time', 'regulate self', 'motion regulate', 'assistant professor', 'lab pursue', 'topological defect', 'controlled release', 'navigate efficiently', 'time structure', 'harvard', 'local energy', 'artificial micromotors', 'anisotropic component', 'tunable macroscopic', 'environment design', 'systematic study', 'emphasis anisotropic component capable leading new', 'structure rheology', 'chicago', 'application drug', 'energy directed', 'common feature', 'macroscopic property', 'material science', 'material unique', 'drug delivery', 'bottom approach', 'micromotors move', 'january postdoctoral', 'property systematic', 'soft material', 'autonomous micromachines', 'complex environment', 'external stimulus', 'feature designed', 'artificial active micromotors developed transduce local energy directed motion propulsion artificial micromotors envisioned broad range application drug loading', 'including tissue', 'pursue bottom', 'capable leading', 'artificial active', 'envisioned broad', 'biosensing common feature among natural microswimmers bacteria ability convert energy motion regulate self propulsion response external stimulus inspired biomechanics nature', 'rheology microswimmers', 'energy motion', 'postdoctoral associate', 'emphasis anisotropic', 'engineer responsive', 'controlled cargo', 'phd', 'feature among', 'cargo transport', 'stimulus inspired', 'developed transduce', 'assembly soft', 'move complex', 'remediation name', 'self assembly', 'controlled release vicinity cell', 'dynamic', 'environment explore', 'ability convert', 'sadati lab pursue bottom approach study structure', 'micromotors envisioned', 'designed broad', 'propulsion response', 'eth zurich', 'component capable', 'approach study', 'amirkabir technology', 'tissue engineering', 'real time structure rheology', 'active micromotors', 'responsive material', 'leading new', 'explore micro', 'microswimmers complex', 'polymer engineering', 'directed motion', 'architectural feature', 'response external', 'controlled cargo transport', 'water remediation name many application', 'efficiently realistic', 'condition operation', 'biomechanics nature', 'study structure', 'water remediation'}"
146,"Sahin, Alphan ","{'wireless communication', 'signal processing'}"
147,"Santi, Enrico","{'loop simulation', 'thing use', 'electricity needed', 'modeling power', 'talk type', 'electronics thanks', 'electricity needed run thing use everyday processed', 'physic based modeling power semiconductor device particular involved development virtual test bed', 'semiconductor device', 'simulation based', 'power distribution', 'based tool', 'test bed', 'term area', 'electronics think', 'cordless drill', 'use computer', 'saber', 'sc santi long term area power electronics may interaction power electronics think drive car', 'long term', 'sc santi', 'electrical power', 'smallest size', 'run thing', 'santi long', 'make hole cordless drill', 'swearingenroom main', 'device particular', 'everyday processed', 'think drive', 'etc hardware', 'cook microwave', 'simulation based tool rapid prototyping power system power electronic device test bed support input multiple simulation language spice', 'language spice', 'acsl', 'particular involved', 'drive car', 'needed run', 'virtual test', 'involved development', 'power electronics', 'current modeling', 'size minimal', 'delivered maximum efficiency', 'filtered', 'weight current', 'hardware loop', 'listen stereo', 'maximum efficiency', 'electronics may', 'area power', 'distribution system', 'etc hardware loop simulation electrical system', 'use everyday', 'advanced electrical', 'talk type telephone', 'rapid prototyping', 'delivered maximum', 'make hole', 'system power', 'input multiple', 'interaction power', 'simulation advanced', 'power semiconductor', 'contact power', 'power system', 'hole cordless', 'control simulation advanced electrical power distribution system', 'thanks power', 'prototyping power', 'electronic device', 'main streetcolumbia', 'type telephone', 'physic based', 'electrical system', 'multiple simulation', 'smallest size minimal weight current modeling', 'may interaction', 'bed support', 'come contact power electronics thanks power electronics', 'development virtual', 'control simulation', 'device test', 'simulation electrical', 'minimal weight', 'tool rapid', 'based modeling', 'come contact', 'support input', 'simulation language', 'swearingenroom main streetcolumbia', 'power electronic'}"
148,"Sasanakul, Inthuorn",{'geotechnical engineering'}
149,"Schooley, Benjamin","{'design science', 'health informatics', 'health'}"
150,"Shazly, Tarek ","{'introduction clinical', 'modeling endovascular', 'mechanical principle', 'understanding mechanically mediated vascular tissue remodeling', 'design second', 'design strategy', 'area characterization', 'circulatory system', 'tissue engineered', 'disease state', 'mechanosensitive vascular', 'engineering vascular', 'strategy generalized', 'system surgical', 'degradation erosion', 'nearly require', 'term providing', 'sealant application', 'advanced material', 'development finite', 'soft tissue', 'quantifying local', 'continuum mechanical', 'model design', 'yet critical', 'exploited advanced', 'interaction purpose', 'accommodate inherent', 'power strategy', 'matrix elaboration', 'strength without', 'approach needed', 'provided initial', 'technologiesendovascular technology', 'impacted field', 'endovascular technology', 'explain intra', 'material design', 'technology meet', 'safe introduction', 'environment mechanosensitive', 'based computational', 'tissue substitute', 'way first', 'region circulatory', 'evaluate emergent device', 'agency begun', 'device degradation erosion kinetics accommodate inherent complexity face rapid device development', 'model clearly', 'new technology', 'clinical practice', 'adhesion tissue', 'kinetics accommodate', 'work wa', 'inquiry impacted', 'eluting stent', 'focused understanding', 'material soft', 'polymeric material', 'material system', 'risk new', 'local environment', 'cell normal', 'soft tissuesmy', 'strategy facilitate', 'enhanced matrix', 'tissue material', 'drug pharmacokinetics', 'coated balloon', 'design deployment', 'providing basis', 'evolved past', 'experimental theoretical', 'compromising material', 'intra vessel', 'novel design', 'strategy enhance', 'study native', 'understanding mechanically', 'data model', 'essential quantifying', 'ha focused', 'technology drug', 'focused development', 'applying continuum mechanical principle explain intra vessel variation geometry', 'action potential', 'area impactful', 'erosion kinetics', 'meet field', 'evaluate emergent', 'introducing tissue engineered construct exhibit enhanced matrix elaboration thus potential vascular substitute', 'publication emerged', 'area experimental', 'thus potential', 'demonstration adhesion', 'expect nearly', 'advancement endovascular', 'vascular tissue', 'providing basis engineering vascular tissue substitute publication area impactful term providing data model previously understudied yet critical region circulatory system', 'device development', 'generalized across', 'potential risk', 'initial demonstration', 'multidisciplinary approach', 'biocompatibility power', 'tissuesmy early', 'steadily evolved', 'two distinct', 'begun expect', 'engineered construct', 'mechanically mediated', 'purpose optimizing', 'typically requiring consideration hemodynamics', 'impactful term', 'provided initial demonstration adhesion tissue specific phenomenon exploited advanced material design second', 'vessel variation', 'optimize', 'related publication', 'material biocompatibility', 'publication area', 'requiring consideration', 'exhibit enhanced', 'providing data', 'emergent device', 'year multidisciplinary', 'interaction implanted', 'normal disease', 'principle explain', 'inherent complexity', 'vascular substitute', 'construct exhibit', 'work ha focused development finite element based computational model design deployment strategy facilitate continued advancement endovascular technology safe introduction clinical practice area experimental theoretical biomechanical study native engineered blood vesselsthe identification constitutive mechanical model vascular tissue essential quantifying local environment mechanosensitive vascular cell normal disease state', 'mechanical model', 'past year', 'implanted polymeric', 'across material', 'mechanism action', 'consideration hemodynamics', 'modeling endovascular technologiesendovascular technology drug eluting stent', 'continued advancement', 'emerged line', 'variation geometry', 'field two', 'complexity face', 'potential vascular', 'without compromising', 'technology safe', 'model vascular', 'surgical sealant', 'phenomenon exploited', 'composition', 'engineered blood', 'device degradation', 'erodible scaffold', 'drug eluting', 'explain mechanism', 'regulatory agency begun expect nearly require predictive computational model clearly explain mechanism action potential risk new technology meet field demand', 'face rapid', 'adhesion strength', 'native engineered', 'tissue remodeling', 'material mechanic', 'area interaction implanted polymeric material soft tissuesmy early work wa focused understanding soft tissue material interaction purpose optimizing surgical sealant performance publication emerged line inquiry impacted field two distinct way first', 'previously understudied', 'related publication established novel design strategy enhance adhesion strength without compromising material biocompatibility power strategy generalized across material system surgical sealant application area characterization', 'sealant performance', 'work ha', 'area interaction', 'vascular cell', 'optimizing surgical', 'element based', 'identification constitutive', 'publication established', 'typically requiring', 'rapid device', 'tissue essential', 'vesselsthe identification', 'distinct way', 'application area', 'computational model', 'endovascular technologiesendovascular', 'understanding soft', 'needed design', 'substitute publication', 'understudied yet', 'assessment', 'field demand', 'model previously', 'property', 'enhance adhesion', 'require predictive', 'performance publication', 'facilitate continued', 'drug coated', 'biomechanical study', 'mediated vascular', 'specific phenomenon', 'line inquiry', 'critical region', 'regulatory agency', 'deployment strategy', 'wa focused', 'finite element', 'practice area', 'applying continuum', 'material interaction', 'blood vesselsthe', 'drug coated balloon steadily evolved past year multidisciplinary approach needed design', 'basis engineering', 'predictive computational', 'constitutive mechanical', 'balloon steadily', 'established novel', 'elaboration thus', 'clearly explain', 'early work', 'tissue specific', 'theoretical biomechanical', 'introducing tissue'}"
151,"Shepherd, Jeremiah","{'teach csce', 'csce course', 'jj shepherd teach csce course', 'jj shepherd', 'shepherd teach'}"
152,"Sheth, Amit","{'knowledge graph', 'big smart data', 'semantic cognitive perceptual comput', 'cognitive perceptual', 'smart data', 'semantic cognitive', 'perceptual comput', 'knowledgeinfused learning', 'artificial intelligence', 'big smart'}"
153,"Shimpalee, Sirivatch","{'energy including', 'high temperature', 'horizon main streetcolumbia', 'main streetcolumbia', 'temperature thermal', 'expertise use', 'area renewable', 'chiang mai', 'sc', 'system particularly', 'including fuel', 'particularly transport', 'renewable energy', 'shimpalee current', 'thailand', 'columbia', 'energy storage', 'complex system', 'thermal system', 'electrochemistry understand', 'inside complex', 'bradley', 'current area', 'dimensional modeling', 'multi dimensional', 'transport phenomenon', 'use multi', 'high temperature thermal system', 'scale multi', 'combine electrochemistry', 'understand physic', 'shimpalee current area renewable energy including fuel cell', 'fuel cell', 'multi scale', 'physic inside', 'bioenergy expertise', 'bioenergy expertise use multi scale multi dimensional modeling combine electrochemistry understand physic inside complex system particularly transport phenomenon', 'modeling combine', 'horizon main'}"
154,"Simin, Grigory","{'sc', 'main streetcolumbia', 'swearingenroom main streetcolumbia', 'swearingenroom main'}"
155,"Smoak, Wilson","{'wilson smoak instructor coordinator capstone design course', 'elct electrical', 'following successful', 'career design', 'instructor coordinator', 'wilson smoak', 'elct electrical engineering department', 'design course', 'coordinator capstone', 'successful career', 'engineering department', 'following successful career design digital electronics', 'design digital', 'recently intel', 'smoak instructor', 'capstone design', 'digital electronics', 'electrical engineering'}"
156,"Sockalingam, Subramani ","{'element analysis', 'finite element analysis', 'computational mechanic', 'finite element', 'experimental mechanic', 'composite'}"
157,"Spinale, Frank G.","{'cardiovascular remodeling', 'ha working', 'also ha', 'collaborate department', 'serf ditorial', 'som va', 'internationally renowned cardiovascular scientist', 'leading cardiovascular', 'department faculty', 'advance understanding', 'dr spinale', 'consultant various', 'failure patient', 'upon heart', 'transfer grant', 'dr spinale serf ditorial board seven prestigious scientific journal consultant various pharmaceutical company biotechnology company credit', 'scientific journal', 'congress conference', 'microfluidics delivery', 'cause death', 'including american', 'patent nih', 'ha peer', 'working collaborate', 'prestigious scientific', 'cardiovascular journal', 'death disability', 'nih small', 'surgery additionally', 'ha pioneered various project cardiac working collaborate department faculty som va', 'renowned cardiovascular', 'several professional', 'study ha', 'cause heart', 'system cardiac', 'american college', 'fellow several', 'director cardiovascular', 'main cause death disability', 'focus upon', 'seven prestigious', 'pharmaceutical company', 'congress conference dr spinale director cardiovascular translational center', 'md', 'cardiovascular scientist', 'clinical study', 'spinale serf', 'also entrepreneur', 'various project', 'decade mechanistic', 'conference dr', 'francis spinale', 'scientific meeting', 'delivery system', 'ha invited', 'internationally major', 'clinical study ha working advance understanding potential treatment major cause heart failure patient also entrepreneur patent nih small business technology transfer grant develop microdialysis microfluidics delivery system cardiac surgery additionally', 'pioneered various', 'various pharmaceutical', 'heart association', 'potential treatment', 'technology transfer', 'treatment major', 'professional society', 'two decade', 'spinale director', 'journal consultant', 'reviewed publication', 'publication leading', 'ha pioneered', 'nationally internationally', 'board seven', 'ha directed translational effort thematic area cardiovascular remodeling particular focus upon heart failure', 'working advance', 'present nationally', 'biotechnology company', 'phd', 'directed translational', 'past two', 'association american', 'area cardiovascular', 'invited present', 'particular focus', 'translational', 'american heart', 'ditorial board', 'microdialysis microfluidics', 'company biotechnology', 'peer reviewed', 'translational effort', 'small business', 'cardiac working', 'past two decade mechanistic', 'journal fellow', 'cardiovascular translational', 'major scientific', 'develop microdialysis', 'ha directed', 'including american heart association american college cardiology ha invited present nationally internationally major scientific meeting', 'understanding potential', 'internationally renowned', 'cardiac surgery', 'effort thematic', 'entrepreneur patent', 'business technology', 'thematic area', 'main cause', 'cardiology ha', 'also ha peer reviewed publication leading cardiovascular journal fellow several professional society', 'college cardiology', 'project cardiac', 'remodeling particular', 'company credit', 'grant develop', 'translational center', 'heart failure', 'major cause', 'faculty som', 'patient also'}"
158,"Srivastava, Biplav","{'service', 'city water', 'smarter city water', 'artificial intelligence', 'health', 'smarter city', 'traffic'}"
159,"Stanford, Thomas G.","{'engineering centerroom main streetcolumbia', 'michigan', 'main streetcolumbia', 'centerroom main', 'engineering centerroom', 'math', 'sc'}"
160,"Stiffler, Nick",{'robotics'}
161,"Sudarshan, Tangali S.","{'sc sudarshan', 'sudarshan specialization', 'swearingenroom main', 'main streetcolumbia', 'swearingenroom main streetcolumbia', 'sc sudarshan specialization'}"
162,"Summers, Bill ","{'ha extensive', 'member site', 'standard metal', 'summer manager', 'national meeting', 'manager hydrogen', 'also managed', 'river company', 'ha westinghouse', 'model analyze', 'production doe', 'including heat transfer enhancement currently chairman national working group developing first commercial code standard metal hydride container hydrogen storage dr summer also member site representative national hydrogen association', 'doe office', 'dr summer manager hydrogen program within hydrogen technology laboratory', 'world first', 'company wsrc', 'world largest', 'since dr', 'served chairman', 'mathematical model', 'transit bus', 'metal hydride', 'cell propulsion', 'river technology', 'savannah river', 'bed development', 'program analyze', 'storage also', 'vehicle project', 'hydrogen production', 'feasibility nuclear', 'develop emerging', 'also co', 'material associated', 'wa first', 'experience new', 'technology center', 'dr summer principal investigator three year study assess feasibility nuclear hydrogen production doe office nuclear energy', 'first annual', 'focused hydrogen', 'ha led', 'project develop', 'state hydrogen', 'help establish', 'dr summer', 'bus bus', 'including year', 'heat transfer', 'also member', 'member recently', 'development hydrogen', 'addition program', 'center srtc', 'hydrogen storage', 'wsrc since', 'manager development', 'charter member', 'project management', 'technology involves', 'hydrogen program', 'annual hydrogen', 'national working', 'system ha', 'involved development', 'including heat', 'major national', 'summer also', 'fuel cell', 'program currently', 'hydrogen association', 'electric transit', 'board director', 'dr summer involved development hydrogen storage material associated technology involves engineering hydrogen storage bed development mathematical model analyze bed performance', 'solid state', 'principal investigator', 'commercial code', 'product development', 'energy system', 'emerging technology', 'extensive experience', 'experience field', 'develop industrial', 'storage workshop', 'funded doe', 'nuclear hydrogen', 'co chaired', 'within hydrogen', 'development project', 'first hydrogen', 'utilized world', 'year experience', 'hybrid hydrogen', 'chairman first', 'establish plan', 'hydrogen electric', 'summer ha', 'first commercial', 'plan nuclear', 'storage bed', 'led numerous', 'national hydrogen', 'development mathematical', 'associated technology', 'commercial service', 'savannah river technology center srtc ha extensive experience new product development project management', 'system dr', 'development world', 'first hybrid', 'hydride storage', 'industrial fuel', 'three year', 'numerous program', 'using solid', 'bed performance', 'future program', 'wa program', 'new product', 'doe oit', 'science technology doe ne addition program management', 'workshop help', 'meeting focused', 'analyze bed', 'program manager', 'program within', 'group developing', 'major national meeting focused hydrogen storage dr summer also co chaired national workshop help establish plan nuclear hydrogen production doe ne', 'project funded', 'organized managed', 'also organized', 'container hydrogen', 'largest onboard', 'storage system', 'study assess', 'chairman national', 'recently served', 'technology laboratory', 'charter member recently served chairman first annual hydrogen storage workshop', 'nuclear energy', 'technology doe', 'industry future', 'including year experience field advanced energy system ha westinghouse savannah river company wsrc since dr summer ha led numerous program analyze develop emerging technology wa program manager development world first hybrid hydrogen electric transit bus bus wa first hydrogen vehicle commercial service', 'vehicle commercial', 'doe ne', 'advanced energy', 'managed fuel', 'enhancement currently', 'national workshop', 'program management', 'hydrogen technology', 'representative national', 'bus wa', 'summer principal', 'chaired national', 'propulsion institute', 'utilized world largest onboard metal hydride storage system dr summer also organized managed project develop industrial fuel cell vehicle using solid state hydrogen storage also managed fuel cell mining vehicle project funded doe oit industry future program currently', 'currently chairman', 'analyze develop', 'cell vehicle', 'assess feasibility', 'mining vehicle', 'managed project', 'technology wa', 'represents srtc fuel cell propulsion institute board director', 'year study', 'oit industry', 'summer involved', 'investigator three', 'developing first', 'ne addition', 'engineering hydrogen', 'hydride container', 'onboard metal', 'institute board', 'code standard', 'storage material', 'represents srtc', 'working group', 'srtc fuel', 'science technology', 'storage dr', 'srtc ha', 'westinghouse savannah', 'involves engineering', 'site representative', 'vehicle using', 'field advanced', 'cell mining', 'office nuclear', 'hydrogen vehicle', 'transfer enhancement'}"
163,"Sur, Sanjib ","{'terahertz', 'millimeterwave', 'wireless networking', 'mobile computing'}"
164,"Sutton, Michael","{'modeling cracked', 'boundary valve problem', 'dr sutton coherent incoherent optic application', 'plastic fracture', 'dr sutton', 'sutton coherent', 'boundary valve', 'incoherent optic', 'fracture mechanic', 'computer vision', 'element modeling', 'finite element modeling cracked body', 'coherent incoherent', 'plastic fracture mechanic', 'digital image', 'image processing', 'finite element', 'application integral', 'experimental mechanic', 'cracked body', 'optic application', 'valve problem', 'application integral method experimental mechanic', 'integral method', 'method experimental', 'digital image processing'}"
165,"Taheri-Qazvini, Nader ","{'glassy dynamic', 'soft matter', 'material', 'polymer science', 'hybrid material'}"
166,"Tan, Wenbin",{'vascular biology'}
167,"Tang, Chuanbing","{'biomaterials', 'polymer'}"
168,"Tang, Jijun","{'computational biology', 'algorithm', 'game'}"
169,"Thatcher, Matt E. ","{'policy design', 'theme value', 'economic impact', 'patent policy', 'examines strategic economic impact information technology focus four theme value', 'software patent', 'information technology', 'information privacy', 'focus four', 'social cost', 'offshoring', 'technology focus', 'impact information', 'strategic economic', 'cost information', 'software patent policy design', 'social cost information privacy', 'four theme', 'examines strategic'}"
170,"Tong, Yan","{'professor tong focus computer vision pattern recognition especially human computer interaction including limited', 'computer vision', 'pattern recognition', 'computer interaction', 'tong focus', 'especially human', 'human computer', 'including limited', 'vision pattern', 'professor tong', 'interaction including', 'recognition especially', 'focus computer'}"
171,"Tooren, Michel  van","{'knowledge based engineering', 'road vehicle', 'engineering road', 'design automation', 'composite aircraft fuselage', 'knowledge based', 'van tooren', 'alternative aircraft', 'aircraft concept', 'composite aircraft', 'system engineering road vehicle aerodynamics', 'system engineering', 'vehicle aerodynamics', 'dr van', 'aircraft fuselage', 'aircraft certification', 'alternative aircraft concept', 'based engineering', 'tooren design', 'dr van tooren design automation'}"
172,"Uline, Mark J.","{'thermodynamics', 'biophysics', 'soft matter', 'statistical mechanic', 'nucleation'}"
173,"Valafar, Homayoun","{'neural information', 'information processing', 'artificial intelligence', 'machine learning', 'neural information processing', 'computational biology', 'bioinformatics'}"
174,"Valtorta, Marco",{'artificial intelligence'}
175,"Van Brunt, Vincent","{'polytechnic', 'ph', 'carnegie mellon', 'tennessee'}"
176,"Vargas, Juan","{'computer science', 'adjunct professor', 'vargas adjunct', 'science engineering', 'engineering department', 'dr vargas adjunct professor computer science engineering department', 'professor computer', 'dr vargas'}"
177,"Vidal, Jose M. ","{'distributed system', 'agentbased modeling', 'artificial intelligence', 'multiagent system'}"
178,"Viparelli, Enrica","{'environmental engineering', 'present associate', 'columbia', 'civil environmental', 'associate professor', 'assistant professor', 'present associate professor', 'civil environmental engineering'}"
179,"Vitzilaios, Nikolaos (Nikos)","{'perception autonomous navigation mobile robot', 'perception autonomous', 'dr vitzilaios broad area autonomous unmanned system robotics', 'unmanned aircraft', 'navigation mobile', 'control system', 'automation', 'dr vitzilaios', 'area autonomous', 'vitzilaios broad', 'aircraft system', 'autonomous navigation', 'machine learning', 'unmanned aircraft system uas', 'mechatronics', 'field robotics', 'system uas', 'unmanned system', 'broad area', 'robot team', 'system robotics', 'autonomous unmanned', 'operational autonomy', 'mobile robot', 'intelligent system'}"
180,"Vogt, Thomas","{'chemistry', 'material science', 'physic'}"
181,"Wang, Guiren","{'labonachip', 'turbulence mixing', 'micronanofluidics', 'superresolution imaging', 'cancer detection'}"
182,"Wang, Guoan","{'sc', 'main streetcolumbia', 'swearingenroom main streetcolumbia', 'swearingenroom main'}"
183,"Wang, Song","{'image processing', 'computer vision', 'machine learning'}"
184,"Wang, Xiaofeng","{'sc', 'main streetcolumbia', 'swearingenroom main streetcolumbia', 'swearingenroom main'}"
185,"Wang, Yi","{'j garsona', 'specific focus', 'wang computational', 'computational data', 'green computing visualization system engineering microfluidics nanofluidics', 'data enabled', 'label free mesenchymal stem cell enrichment bone marrow spiral inertial microfluidics', 'microfluidics nanofluidics', 'thermal energy', 'others specific', 'data mining', 'focus physic', 'pant j', 'parameter estimation', 'based adaptive', 'process control', 'goal towards', 'science engineering', 'towards engineering', 'long term', 'alvarez', 'integration massive', 'pdf imsel', 'experimentation', 'real time', 'engineering microfluidics', 'label free', 'order modeling', 'green computing', 'energy management', 'engineering data', 'scale system', 'model development', 'hardware development', 'multiphysics cfd', 'structural interaction', 'trade space', 'analysis optimization', 'uncertainty quantification', 'multiscale system', 'model integration', 'cd application', 'including engineering data mining', 'lai', 'data driven', 'including model development', 'adaptive model', 'including engineering', 'inertial microfluidics', 'time data', 'adaptive model integration massive real time data analytics', 'discovery', 'application multiphysics', 'system design', 'mesenchymal stem', 'control data', 'computing visualization', 'pant j klarmannc', 'modeling closed', 'including fluid', 'among others specific focus physic based adaptive modeling', 'visualization system', 'fluid structural', 'multiphysics multiscale', 'high fidelity', 'wang', 'multidisciplinary analysis', 'reduced order', 'engineering intelligencel', 'intelligencel lee', 'form modeling', 'enabled science', 'control synthesis', 'bone marrow', 'prabhakarpandiana', 'massive real', 'machine learning', 'data analytics', 'term goal', 'engineering cd', 'vitae pdf', 'multi fidelity', 'process control data driven multi fidelity surrogate modeling multidisciplinary analysis optimization', 'long term goal towards engineering intelligencel lee', 'among others', 'analytical method', 'curriculum vitae pdf imsel labdr wang computational data enabled science engineering cd application multiphysics multiscale system engineering', 'rosanoa', 'spiral inertial', 'modeling multidisciplinary', 'stem cell', 'cfd fem', 'including fluid structural interaction', 'driven multi', 'space exploration', 'physic based', 'large scale', 'system level', 'time simulation', 'adaptive modeling', 'fem analysis', 'free mesenchymal', 'marrow spiral', 'j klarmannc', 'surrogate modeling', 'system engineering', 'thermal energy management', 'closed form', 'cell enrichment', 'modeling real', 'curriculum vitae', 'fidelity multiphysics', 'enrichment bone', 'management', 'imsel labdr', 'level simulation', 'trade space exploration', 'high fidelity multiphysics cfd fem analysis reduced order modeling closed form modeling real time simulation', 'large scale system level simulation', 'labdr wang', 'additive manufacturing', 'including model', 'analysis reduced', 'fidelity surrogate'}"
186,"Wei, Xiaojun","{'functional nanoparticles', 'biomedical engineering', 'nanopore', 'biosensor'}"
187,"Wells, James R.","{'hpv hnscc', 'tissue specimen', 'investigate marker', 'efficacy recurrent', 'school medicineva campusbld garner ferry rdprofessor well clinical focus analysis hpv infection freshly resected tissue specimen purpose study determine presence', 'head neck', 'specimen investigate', 'predict gene', 'tumor specimen', 'well clinical', 'attention biomarkers', 'school medicineva', 'campusbld garner', 'focus analysis', 'specimen purpose', 'carcinoma head', 'clinical cancer', 'study determine', 'hpv positive', 'expression type', 'hnscc tumor', 'positive hpv', 'recurrent squamous', 'determine presence', 'marker specific', 'resected tissue', 'hpv infection', 'rdprofessor well', 'may different', 'african american', 'type hpv', 'african american european american patient biomarkers predict gene therapy efficacy recurrent squamous cell carcinoma head neck clinical cancer dec', 'pathway tumor', 'squamous cell', 'analysis hpv', 'clinical focus', 'expression type hpv hnscc tumor specimen investigate marker specific pathway tumor development', 'neck clinical', 'ferry rdprofessor', 'different hpv', 'freshly resected', 'medicineva campusbld', 'pathway may', 'tumor development', 'patient biomarkers', 'gene therapy', 'biomarkers predict', 'particular attention biomarkers pathway may different hpv positive hpv negative cancer', 'purpose study', 'cancer dec', 'european american', 'american patient', 'particular attention', 'therapy efficacy', 'cell carcinoma', 'american european', 'specific pathway', 'garner ferry', 'biomarkers pathway', 'infection freshly', 'negative cancer', 'hpv negative'}"
188,"White, Ralph E.","{'cv dr', 'dr whiteph', 'cv dr whiteph', 'california berkeley'}"
