,researcher_name,skills
144,"Sabalowsky, Andrew","{'biofuel production', 'fermentable product', 'prior expertise', 'microbial fuel', 'hydrogen production', 'microbial fuel cell', 'wave attenuation', 'micro wind', 'sabalowsky prior', 'fuel cell', 'dr sabalowsky', 'product recently', 'ha methane hydrogen production', 'molecule biofuel', 'specifically relate', 'xenobiotic molecule', 'technology centered', 'fluid flow', 'renewable energy', 'dr sabalowsky prior expertise anaerobic process', 'anaerobic process', 'centered fluid', 'methane hydrogen', 'fermentable product recently', 'solar chimney', 'energy technology', 'renewable energy technology centered fluid flow', 'expertise anaerobic', 'specifically relate bioremediation hazardous xenobiotic molecule biofuel production', 'relate bioremediation', 'hazardous xenobiotic', 'wind turbine', 'micro wind turbine', 'ha methane', 'bioremediation hazardous'}"
145,"Sadati, Monirosadat (Sanaz)","{'engineer responsive', 'rheology microswimmers', 'anisotropic component', 'unique architectural', 'motion regulate', 'self propulsion', 'january postdoctoral', 'controlled release vicinity cell', 'navigate efficiently', 'feature designed', 'release vicinity', 'design autonomous', 'leading new', 'move complex', 'self assembly soft material', 'property systematic', 'artificial micromotors', 'developed transduce', 'biosensing common feature among natural microswimmers bacteria ability convert energy motion regulate self propulsion response external stimulus inspired biomechanics nature', 'condition operation', 'common feature', 'phd', 'tunable macroscopic', 'postdoctoral associate', 'pursue bottom', 'inspired biomechanics', 'ability convert', 'regulate self', 'realistic condition', 'study self', 'designed broad', 'lab pursue', 'including tissue', 'micro rheology', 'eth zurich', 'energy motion', 'micromotors envisioned', 'environment design', 'real time', 'external stimulus', 'polymer engineering', 'biosensing common', 'controlled release', 'energy directed', 'self assembly', 'active micromotors', 'feature among', 'time structure', 'vicinity cell', 'remediation name', 'artificial active', 'material science', 'architectural feature', 'harvard', 'topological defect', 'stimulus inspired', 'micromachines navigate', 'microswimmers bacteria', 'many application', 'component capable', 'micromotors move', 'biomechanics nature', 'systematic study', 'amirkabir technology', 'emphasis anisotropic component capable leading new', 'microswimmers complex', 'engineer responsive material unique architectural feature designed broad range application including tissue engineering', 'material unique', 'application including', 'real time structure rheology', 'structure rheology', 'actuation', 'propulsion response', 'january postdoctoral associate', 'study structure', 'transduce local', 'cargo transport', 'name many', 'controlled cargo', 'bacteria ability', 'emphasis anisotropic', 'among natural', 'motion propulsion', 'directed motion', 'water remediation', 'drug loading', 'convert energy', 'tissue engineering', 'local energy', 'micromotors move complex environment explore micro rheology microswimmers complex environment design autonomous micromachines navigate efficiently realistic condition operation', 'sadati lab pursue bottom approach study structure', 'assembly soft', 'bottom approach', 'natural microswimmers', 'environment explore', 'approach study', 'macroscopic property', 'efficiently realistic', 'soft material', 'autonomous micromachines', 'complex environment', 'chicago', 'dynamic', 'responsive material', 'assistant professor', 'broad range', 'explore micro', 'propulsion artificial', 'water remediation name many application', 'range application', 'envisioned broad', 'capable leading', 'micromotors developed', 'response external', 'tunable macroscopic property systematic study self assembly', 'drug delivery', 'artificial active micromotors developed transduce local energy directed motion propulsion artificial micromotors envisioned broad range application drug loading', 'sadati lab', 'controlled cargo transport', 'application drug'}"
146,"Sahin, Alphan ","{'signal processing', 'wireless communication'}"
147,"Santi, Enrico","{'filtered', 'simulation advanced', 'modeling power', 'support input', 'delivered maximum efficiency', 'make hole cordless drill', 'cordless drill', 'use computer', 'semiconductor device', 'minimal weight', 'etc hardware loop simulation electrical system', 'device test', 'electrical power', 'hole cordless', 'particular involved', 'main streetcolumbia', 'smallest size minimal weight current modeling', 'talk type telephone', 'electronics thanks', 'talk type', 'power semiconductor', 'involved development', 'bed support', 'based tool', 'cook microwave', 'electricity needed', 'come contact', 'smallest size', 'power distribution', 'current modeling', 'thanks power', 'power electronic', 'etc hardware', 'santi long', 'listen stereo', 'acsl', 'long term', 'power system', 'run thing', 'thing use', 'simulation electrical', 'maximum efficiency', 'size minimal', 'electronics think', 'advanced electrical', 'prototyping power', 'language spice', 'test bed', 'delivered maximum', 'rapid prototyping', 'sc santi long term area power electronics may interaction power electronics think drive car', 'come contact power electronics thanks power electronics', 'saber', 'control simulation advanced electrical power distribution system', 'drive car', 'term area', 'tool rapid', 'swearingenroom main streetcolumbia', 'electricity needed run thing use everyday processed', 'electronic device', 'simulation based', 'power electronics', 'swearingenroom main', 'electrical system', 'make hole', 'area power', 'electronics may', 'virtual test', 'development virtual', 'may interaction', 'physic based', 'needed run', 'multiple simulation', 'input multiple', 'simulation language', 'system power', 'based modeling', 'interaction power', 'physic based modeling power semiconductor device particular involved development virtual test bed', 'hardware loop', 'think drive', 'everyday processed', 'sc santi', 'weight current', 'distribution system', 'device particular', 'simulation based tool rapid prototyping power system power electronic device test bed support input multiple simulation language spice', 'type telephone', 'control simulation', 'use everyday', 'loop simulation', 'contact power'}"
148,"Sasanakul, Inthuorn",{'geotechnical engineering'}
149,"Schooley, Benjamin","{'health informatics', 'design science', 'health'}"
150,"Shazly, Tarek ","{'work ha', 'adhesion strength', 'providing basis', 'yet critical', 'providing basis engineering vascular tissue substitute publication area impactful term providing data model previously understudied yet critical region circulatory system', 'emerged line', 'strategy enhance', 'past year', 'rapid device', 'coated balloon', 'begun expect', 'development finite', 'mechanosensitive vascular', 'publication area', 'optimize', 'property', 'constitutive mechanical', 'material mechanic', 'consideration hemodynamics', 'area characterization', 'action potential', 'element based', 'model design', 'enhanced matrix', 'disease state', 'without compromising', 'demonstration adhesion', 'essential quantifying', 'complexity face', 'exploited advanced', 'strategy facilitate', 'balloon steadily', 'mechanical principle', 'explain mechanism', 'related publication', 'vascular cell', 'providing data', 'evaluate emergent', 'publication established', 'provided initial demonstration adhesion tissue specific phenomenon exploited advanced material design second', 'study native', 'surgical sealant', 'continued advancement', 'typically requiring consideration hemodynamics', 'circulatory system', 'meet field', 'optimizing surgical', 'area experimental', 'area interaction implanted polymeric material soft tissuesmy early work wa focused understanding soft tissue material interaction purpose optimizing surgical sealant performance publication emerged line inquiry impacted field two distinct way first', 'adhesion tissue', 'construct exhibit', 'modeling endovascular technologiesendovascular technology drug eluting stent', 'tissue essential', 'modeling endovascular', 'evolved past', 'provided initial', 'intra vessel', 'understudied yet', 'erosion kinetics', 'drug eluting', 'substitute publication', 'model clearly', 'understanding soft', 'native engineered', 'biocompatibility power', 'engineered construct', 'clearly explain', 'regulatory agency begun expect nearly require predictive computational model clearly explain mechanism action potential risk new technology meet field demand', 'interaction implanted', 'quantifying local', 'thus potential', 'new technology', 'potential vascular', 'design deployment', 'tissue engineered', 'generalized across', 'application area', 'power strategy', 'drug coated', 'related publication established novel design strategy enhance adhesion strength without compromising material biocompatibility power strategy generalized across material system surgical sealant application area characterization', 'device development', 'strategy generalized', 'requiring consideration', 'focused development', 'mechanism action', 'potential risk', 'needed design', 'agency begun', 'regulatory agency', 'tissue specific', 'sealant application', 'novel design', 'device degradation', 'nearly require', 'safe introduction', 'drug pharmacokinetics', 'inquiry impacted', 'based computational', 'understanding mechanically', 'impactful term', 'engineered blood', 'design second', 'specific phenomenon', 'focused understanding', 'experimental theoretical', 'distinct way', 'technology drug', 'evaluate emergent device', 'material biocompatibility', 'predictive computational', 'device degradation erosion kinetics accommodate inherent complexity face rapid device development', 'wa focused', 'normal disease', 'understanding mechanically mediated vascular tissue remodeling', 'theoretical biomechanical', 'soft tissue', 'impacted field', 'risk new', 'region circulatory', 'advancement endovascular', 'applying continuum', 'data model', 'design strategy', 'initial demonstration', 'kinetics accommodate', 'purpose optimizing', 'vesselsthe identification', 'term providing', 'material soft', 'way first', 'matrix elaboration', 'clinical practice', 'tissue material', 'finite element', 'technology meet', 'expect nearly', 'soft tissuesmy', 'phenomenon exploited', 'multidisciplinary approach', 'inherent complexity', 'basis engineering', 'model vascular', 'eluting stent', 'introduction clinical', 'tissue substitute', 'vessel variation', 'material design', 'technologiesendovascular technology', 'endovascular technologiesendovascular', 'environment mechanosensitive', 'assessment', 'engineering vascular', 'erodible scaffold', 'early work', 'approach needed', 'identification constitutive', 'mechanically mediated', 'face rapid', 'composition', 'strength without', 'biomechanical study', 'exhibit enhanced', 'variation geometry', 'mechanical model', 'explain intra', 'polymeric material', 'emergent device', 'field demand', 'typically requiring', 'deployment strategy', 'introducing tissue', 'applying continuum mechanical principle explain intra vessel variation geometry', 'vascular tissue', 'enhance adhesion', 'interaction purpose', 'material system', 'system surgical', 'technology safe', 'advanced material', 'cell normal', 'tissuesmy early', 'practice area', 'area interaction', 'implanted polymeric', 'year multidisciplinary', 'endovascular technology', 'model previously', 'previously understudied', 'computational model', 'critical region', 'continuum mechanical', 'require predictive', 'compromising material', 'facilitate continued', 'work wa', 'mediated vascular', 'line inquiry', 'publication emerged', 'blood vesselsthe', 'vascular substitute', 'elaboration thus', 'local environment', 'area impactful', 'across material', 'tissue remodeling', 'drug coated balloon steadily evolved past year multidisciplinary approach needed design', 'field two', 'material interaction', 'two distinct', 'introducing tissue engineered construct exhibit enhanced matrix elaboration thus potential vascular substitute', 'established novel', 'ha focused', 'performance publication', 'accommodate inherent', 'work ha focused development finite element based computational model design deployment strategy facilitate continued advancement endovascular technology safe introduction clinical practice area experimental theoretical biomechanical study native engineered blood vesselsthe identification constitutive mechanical model vascular tissue essential quantifying local environment mechanosensitive vascular cell normal disease state', 'degradation erosion', 'sealant performance', 'principle explain', 'steadily evolved'}"
151,"Shepherd, Jeremiah","{'teach csce', 'csce course', 'shepherd teach', 'jj shepherd teach csce course', 'jj shepherd'}"
152,"Sheth, Amit","{'perceptual comput', 'artificial intelligence', 'smart data', 'knowledge graph', 'semantic cognitive', 'big smart', 'knowledgeinfused learning', 'big smart data', 'cognitive perceptual', 'semantic cognitive perceptual comput'}"
153,"Shimpalee, Sirivatch","{'energy including', 'bioenergy expertise', 'scale multi', 'columbia', 'particularly transport', 'chiang mai', 'complex system', 'fuel cell', 'thailand', 'current area', 'shimpalee current', 'high temperature', 'modeling combine', 'combine electrochemistry', 'physic inside', 'including fuel', 'shimpalee current area renewable energy including fuel cell', 'bradley', 'renewable energy', 'temperature thermal', 'system particularly', 'horizon main streetcolumbia', 'understand physic', 'transport phenomenon', 'sc', 'bioenergy expertise use multi scale multi dimensional modeling combine electrochemistry understand physic inside complex system particularly transport phenomenon', 'horizon main', 'expertise use', 'main streetcolumbia', 'high temperature thermal system', 'area renewable', 'inside complex', 'dimensional modeling', 'thermal system', 'electrochemistry understand', 'multi scale', 'use multi', 'multi dimensional', 'energy storage'}"
154,"Simin, Grigory","{'sc', 'swearingenroom main', 'swearingenroom main streetcolumbia', 'main streetcolumbia'}"
155,"Smoak, Wilson","{'instructor coordinator', 'elct electrical', 'following successful', 'digital electronics', 'following successful career design digital electronics', 'career design', 'engineering department', 'wilson smoak instructor coordinator capstone design course', 'recently intel', 'wilson smoak', 'successful career', 'design course', 'smoak instructor', 'capstone design', 'electrical engineering', 'elct electrical engineering department', 'coordinator capstone', 'design digital'}"
156,"Sockalingam, Subramani ","{'composite', 'computational mechanic', 'finite element analysis', 'finite element', 'element analysis', 'experimental mechanic'}"
157,"Spinale, Frank G.","{'cardiovascular translational', 'several professional', 'working collaborate', 'association american', 'ha invited', 'congress conference', 'ha directed translational effort thematic area cardiovascular remodeling particular focus upon heart failure', 'pharmaceutical company', 'seven prestigious', 'develop microdialysis', 'journal consultant', 'understanding potential', 'effort thematic', 'translational effort', 'internationally renowned cardiovascular scientist', 'upon heart', 'entrepreneur patent', 'company credit', 'company biotechnology', 'phd', 'also ha', 'leading cardiovascular', 'prestigious scientific', 'working advance', 'american heart', 'md', 'study ha', 'microdialysis microfluidics', 'surgery additionally', 'including american heart association american college cardiology ha invited present nationally internationally major scientific meeting', 'american college', 'ha pioneered', 'remodeling particular', 'directed translational', 'francis spinale', 'project cardiac', 'particular focus', 'technology transfer', 'transfer grant', 'internationally major', 'heart failure', 'past two', 'director cardiovascular', 'small business', 'system cardiac', 'ha directed', 'area cardiovascular', 'spinale serf', 'cardiac working', 'collaborate department', 'peer reviewed', 'patent nih', 'spinale director', 'microfluidics delivery', 'main cause death disability', 'serf ditorial', 'grant develop', 'translational center', 'also ha peer reviewed publication leading cardiovascular journal fellow several professional society', 'cardiovascular scientist', 'advance understanding', 'college cardiology', 'decade mechanistic', 'heart association', 'also entrepreneur', 'business technology', 'ha pioneered various project cardiac working collaborate department faculty som va', 'clinical study', 'congress conference dr spinale director cardiovascular translational center', 'including american', 'nih small', 'failure patient', 'conference dr', 'som va', 'board seven', 'cardiac surgery', 'major scientific', 'patient also', 'fellow several', 'major cause', 'delivery system', 'publication leading', 'pioneered various', 'invited present', 'dr spinale', 'consultant various', 'two decade', 'faculty som', 'scientific journal', 'cause heart', 'ditorial board', 'dr spinale serf ditorial board seven prestigious scientific journal consultant various pharmaceutical company biotechnology company credit', 'main cause', 'cardiovascular journal', 'death disability', 'reviewed publication', 'cardiovascular remodeling', 'renowned cardiovascular', 'internationally renowned', 'ha peer', 'various pharmaceutical', 'clinical study ha working advance understanding potential treatment major cause heart failure patient also entrepreneur patent nih small business technology transfer grant develop microdialysis microfluidics delivery system cardiac surgery additionally', 'present nationally', 'translational', 'thematic area', 'potential treatment', 'professional society', 'various project', 'nationally internationally', 'scientific meeting', 'department faculty', 'past two decade mechanistic', 'journal fellow', 'treatment major', 'cardiology ha', 'ha working', 'focus upon', 'biotechnology company', 'cause death'}"
158,"Srivastava, Biplav","{'artificial intelligence', 'service', 'traffic', 'health', 'city water', 'smarter city', 'smarter city water'}"
159,"Stanford, Thomas G.","{'centerroom main', 'math', 'main streetcolumbia', 'sc', 'engineering centerroom main streetcolumbia', 'michigan', 'engineering centerroom'}"
160,"Stiffler, Nick",{'robotics'}
161,"Sudarshan, Tangali S.","{'sudarshan specialization', 'sc sudarshan', 'swearingenroom main', 'sc sudarshan specialization', 'main streetcolumbia', 'swearingenroom main streetcolumbia'}"
162,"Summers, Bill ","{'annual hydrogen', 'involves engineering', 'world first', 'cell mining', 'led numerous', 'analyze develop', 'wa first', 'representative national', 'national meeting', 'electric transit', 'program management', 'energy system', 'center srtc', 'cell vehicle', 'chaired national', 'utilized world largest onboard metal hydride storage system dr summer also organized managed project develop industrial fuel cell vehicle using solid state hydrogen storage also managed fuel cell mining vehicle project funded doe oit industry future program currently', 'extensive experience', 'including year experience field advanced energy system ha westinghouse savannah river company wsrc since dr summer ha led numerous program analyze develop emerging technology wa program manager development world first hybrid hydrogen electric transit bus bus wa first hydrogen vehicle commercial service', 'doe oit', 'represents srtc', 'development mathematical', 'system ha', 'develop industrial', 'feasibility nuclear', 'hydride container', 'ha westinghouse', 'vehicle project', 'emerging technology', 'wa program', 'ha led', 'associated technology', 'code standard', 'transit bus', 'member recently', 'using solid', 'also managed', 'technology center', 'savannah river technology center srtc ha extensive experience new product development project management', 'bed performance', 'manager development', 'doe office', 'site representative', 'srtc fuel', 'hydrogen association', 'co chaired', 'national workshop', 'onboard metal', 'principal investigator', 'involved development', 'dr summer involved development hydrogen storage material associated technology involves engineering hydrogen storage bed development mathematical model analyze bed performance', 'major national meeting focused hydrogen storage dr summer also co chaired national workshop help establish plan nuclear hydrogen production doe ne', 'river company', 'technology doe', 'savannah river', 'working group', 'chairman national', 'including year', 'help establish', 'study ass', 'development project', 'major national', 'including heat transfer enhancement currently chairman national working group developing first commercial code standard metal hydride container hydrogen storage dr summer also member site representative national hydrogen association', 'project management', 'hydrogen electric', 'national working', 'nuclear energy', 'doe ne', 'including heat', 'also co', 'hydride storage', 'science technology doe ne addition program management', 'mathematical model', 'ass feasibility', 'standard metal', 'new product', 'ne addition', 'manager hydrogen', 'cell propulsion', 'utilized world', 'currently chairman', 'recently served', 'developing first', 'model analyze', 'commercial code', 'summer manager', 'group developing', 'managed project', 'advanced energy', 'hydrogen vehicle', 'science technology', 'heat transfer', 'program currently', 'technology involves', 'engineering hydrogen', 'summer ha', 'future program', 'within hydrogen', 'charter member recently served chairman first annual hydrogen storage workshop', 'meeting focused', 'summer principal', 'product development', 'board director', 'experience new', 'program manager', 'program analyze', 'establish plan', 'ha extensive', 'develop emerging', 'material associated', 'metal hydride', 'summer also', 'system dr', 'largest onboard', 'river technology', 'first hydrogen', 'organized managed', 'managed fuel', 'member site', 'state hydrogen', 'westinghouse savannah', 'year study', 'national hydrogen', 'technology wa', 'investigator three', 'storage also', 'year experience', 'three year', 'experience field', 'development world', 'field advanced', 'hybrid hydrogen', 'analyze bed', 'oit industry', 'first commercial', 'charter member', 'development hydrogen', 'served chairman', 'hydrogen storage', 'mining vehicle', 'hydrogen production', 'world largest', 'focused hydrogen', 'project develop', 'storage material', 'project funded', 'fuel cell', 'industry future', 'chairman first', 'bus wa', 'company wsrc', 'nuclear hydrogen', 'plan nuclear', 'commercial service', 'enhancement currently', 'technology laboratory', 'srtc ha', 'represents srtc fuel cell propulsion institute board director', 'vehicle using', 'dr summer manager hydrogen program within hydrogen technology laboratory', 'storage system', 'bed development', 'program within', 'production doe', 'storage bed', 'also organized', 'numerous program', 'since dr', 'solid state', 'transfer enhancement', 'industrial fuel', 'workshop help', 'container hydrogen', 'first hybrid', 'vehicle commercial', 'also member', 'addition program', 'institute board', 'storage dr', 'office nuclear', 'dr summer principal investigator three year study ass feasibility nuclear hydrogen production doe office nuclear energy', 'propulsion institute', 'hydrogen program', 'wsrc since', 'funded doe', 'hydrogen technology', 'dr summer', 'summer involved', 'first annual', 'storage workshop', 'bus bus'}"
163,"Sur, Sanjib ","{'millimeterwave', 'mobile computing', 'terahertz', 'wireless networking'}"
164,"Sutton, Michael","{'dr sutton coherent incoherent optic application', 'dr sutton', 'valve problem', 'boundary valve problem', 'application integral', 'digital image', 'sutton coherent', 'finite element', 'optic application', 'coherent incoherent', 'incoherent optic', 'plastic fracture', 'integral method', 'modeling cracked', 'element modeling', 'image processing', 'digital image processing', 'method experimental', 'fracture mechanic', 'application integral method experimental mechanic', 'boundary valve', 'plastic fracture mechanic', 'computer vision', 'cracked body', 'experimental mechanic', 'finite element modeling cracked body'}"
165,"Taheri-Qazvini, Nader ","{'soft matter', 'hybrid material', 'material', 'glassy dynamic', 'polymer science'}"
166,"Tan, Wenbin",{'vascular biology'}
167,"Tang, Chuanbing","{'biomaterials', 'polymer'}"
168,"Tang, Jijun","{'game', 'algorithm', 'computational biology'}"
169,"Thatcher, Matt E. ","{'impact information', 'information privacy', 'examines strategic', 'policy design', 'examines strategic economic impact information technology focus four theme value', 'theme value', 'strategic economic', 'social cost information privacy', 'four theme', 'information technology', 'social cost', 'cost information', 'offshoring', 'technology focus', 'software patent', 'focus four', 'economic impact', 'software patent policy design', 'patent policy'}"
170,"Tong, Yan","{'vision pattern', 'tong focus', 'including limited', 'computer interaction', 'professor tong', 'focus computer', 'professor tong focus computer vision pattern recognition especially human computer interaction including limited', 'especially human', 'computer vision', 'recognition especially', 'human computer', 'interaction including', 'pattern recognition'}"
171,"Tooren, Michel  van","{'alternative aircraft concept', 'engineering road', 'aircraft certification', 'alternative aircraft', 'tooren design', 'system engineering road vehicle aerodynamics', 'system engineering', 'composite aircraft', 'based engineering', 'composite aircraft fuselage', 'vehicle aerodynamics', 'knowledge based', 'van tooren', 'road vehicle', 'knowledge based engineering', 'dr van tooren design automation', 'aircraft fuselage', 'dr van', 'design automation', 'aircraft concept'}"
172,"Uline, Mark J.","{'biophysics', 'thermodynamics', 'soft matter', 'nucleation', 'statistical mechanic'}"
173,"Valafar, Homayoun","{'artificial intelligence', 'computational biology', 'neural information processing', 'bioinformatics', 'information processing', 'neural information', 'machine learning'}"
174,"Valtorta, Marco",{'artificial intelligence'}
175,"Van Brunt, Vincent","{'ph', 'tennessee', 'polytechnic', 'carnegie mellon'}"
176,"Vargas, Juan","{'engineering department', 'vargas adjunct', 'adjunct professor', 'science engineering', 'dr vargas adjunct professor computer science engineering department', 'professor computer', 'dr vargas', 'computer science'}"
177,"Vidal, Jose M. ","{'multiagent system', 'agentbased modeling', 'artificial intelligence', 'distributed system'}"
178,"Viparelli, Enrica","{'civil environmental engineering', 'associate professor', 'present associate professor', 'assistant professor', 'columbia', 'environmental engineering', 'present associate', 'civil environmental'}"
179,"Vitzilaios, Nikolaos (Nikos)","{'field robotics', 'dr vitzilaios broad area autonomous unmanned system robotics', 'dr vitzilaios', 'mechatronics', 'unmanned aircraft system uas', 'intelligent system', 'unmanned aircraft', 'machine learning', 'aircraft system', 'operational autonomy', 'perception autonomous navigation mobile robot', 'vitzilaios broad', 'area autonomous', 'robot team', 'mobile robot', 'navigation mobile', 'autonomous unmanned', 'unmanned system', 'system uas', 'control system', 'broad area', 'perception autonomous', 'automation', 'autonomous navigation', 'system robotics'}"
180,"Vogt, Thomas","{'chemistry', 'physic', 'material science'}"
181,"Wang, Guiren","{'turbulence mixing', 'superresolution imaging', 'cancer detection', 'micronanofluidics', 'labonachip'}"
182,"Wang, Guoan","{'sc', 'swearingenroom main', 'swearingenroom main streetcolumbia', 'main streetcolumbia'}"
183,"Wang, Song","{'computer vision', 'machine learning', 'image processing'}"
184,"Wang, Xiaofeng","{'sc', 'swearingenroom main', 'swearingenroom main streetcolumbia', 'main streetcolumbia'}"
185,"Wang, Yi","{'data mining', 'control synthesis', 'multiscale system', 'fidelity surrogate', 'pant j', 'stem cell', 'high fidelity', 'including engineering data mining', 'form modeling', 'process control', 'model development', 'modeling real', 'vitae pdf', 'computing visualization', 'multiphysics multiscale', 'curriculum vitae', 'reduced order', 'including fluid structural interaction', 'others specific', 'modeling multidisciplinary', 'modeling closed', 'inertial microfluidics', 'analysis optimization', 'including engineering', 'system design', 'pdf imsel', 'cd application', 'analysis reduced', 'energy management', 'large scale system level simulation', 'fluid structural', 'surrogate modeling', 'fidelity multiphysics', 'term goal', 'visualization system', 'focus physic', 'adaptive model', 'curriculum vitae pdf imsel labdr wang computational data enabled science engineering cd application multiphysics multiscale system engineering', 'application multiphysics', 'uncertainty quantification', 'wang computational', 'thermal energy management', 'real time', 'trade space', 'green computing visualization system engineering microfluidics nanofluidics', 'labdr wang', 'microfluidics nanofluidics', 'specific focus', 'j garsona', 'order modeling', 'intelligencel lee', 'including model', 'goal towards', 'bone marrow', 'long term', 'level simulation', 'towards engineering', 'parameter estimation', 'control data', 'lai', 'additive manufacturing', 'enabled science', 'free mesenchymal', 'closed form', 'process control data driven multi fidelity surrogate modeling multidisciplinary analysis optimization', 'data enabled', 'fem analysis', 'including model development', 'pant j klarmannc', 'science engineering', 'j klarmannc', 'multiphysics cfd', 'hardware development', 'rosanoa', 'label free mesenchymal stem cell enrichment bone marrow spiral inertial microfluidics', 'trade space exploration', 'cfd fem', 'system engineering', 'engineering cd', 'large scale', 'including fluid', 'integration massive', 'based adaptive', 'adaptive modeling', 'massive real', 'experimentation', 'long term goal towards engineering intelligencel lee', 'multidisciplinary analysis', 'data driven', 'imsel labdr', 'machine learning', 'alvarez', 'cell enrichment', 'time simulation', 'engineering intelligencel', 'thermal energy', 'structural interaction', 'adaptive model integration massive real time data analytics', 'marrow spiral', 'data analytics', 'physic based', 'space exploration', 'multi fidelity', 'model integration', 'green computing', 'spiral inertial', 'wang', 'among others', 'driven multi', 'prabhakarpandiana', 'analytical method', 'enrichment bone', 'discovery', 'time data', 'management', 'among others specific focus physic based adaptive modeling', 'computational data', 'label free', 'engineering microfluidics', 'engineering data', 'mesenchymal stem', 'high fidelity multiphysics cfd fem analysis reduced order modeling closed form modeling real time simulation', 'scale system', 'system level'}"
186,"Wei, Xiaojun","{'nanopore', 'biomedical engineering', 'biosensor', 'functional nanoparticles'}"
187,"Wells, James R.","{'african american', 'determine presence', 'american european', 'study determine', 'investigate marker', 'african american european american patient biomarkers predict gene therapy efficacy recurrent squamous cell carcinoma head neck clinical cancer dec', 'medicineva campusbld', 'tumor development', 'american patient', 'tumor specimen', 'expression type hpv hnscc tumor specimen investigate marker specific pathway tumor development', 'clinical cancer', 'biomarkers pathway', 'positive hpv', 'tissue specimen', 'hpv negative', 'european american', 'specific pathway', 'cell carcinoma', 'neck clinical', 'ferry rdprofessor', 'patient biomarkers', 'expression type', 'purpose study', 'campusbld garner', 'specimen purpose', 'hpv positive', 'carcinoma head', 'school medicineva', 'negative cancer', 'analysis hpv', 'efficacy recurrent', 'well clinical', 'school medicineva campusbld garner ferry rdprofessor well clinical focus analysis hpv infection freshly resected tissue specimen purpose study determine presence', 'cancer dec', 'attention biomarkers', 'head neck', 'particular attention', 'pathway tumor', 'gene therapy', 'recurrent squamous', 'hpv infection', 'focus analysis', 'type hpv', 'may different', 'hpv hnscc', 'specimen investigate', 'therapy efficacy', 'different hpv', 'marker specific', 'garner ferry', 'pathway may', 'clinical focus', 'resected tissue', 'infection freshly', 'rdprofessor well', 'biomarkers predict', 'squamous cell', 'particular attention biomarkers pathway may different hpv positive hpv negative cancer', 'hnscc tumor', 'freshly resected', 'predict gene'}"
188,"White, Ralph E.","{'cv dr whiteph', 'california berkeley', 'cv dr', 'dr whiteph'}"
